MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
85.45,Female,1,Yes,No,55,Fiber optic,Yes,Month-to-month,Yes,Yes
54.75,Female,0,No,No,42,DSL,Yes,One year,Yes,No
90.4,Male,0,No,No,44,Fiber optic,No,Month-to-month,Yes,No
44,Male,0,No,Yes,1,DSL,No,Month-to-month,No,No
95.6,Female,0,No,No,27,Fiber optic,No,Month-to-month,Yes,No
84.8,Male,1,Yes,No,27,DSL,Yes,Month-to-month,Yes,No
44.3,Female,1,No,No,2,DSL,No,Month-to-month,Yes,No
19.9,Female,0,No,No,19,No,No internet service,Month-to-month,No,No
95.05,Female,1,Yes,No,42,Fiber optic,No,Month-to-month,Yes,No
90.05,Female,0,No,No,66,DSL,Yes,Two year,Yes,No
109.9,Male,1,Yes,No,33,Fiber optic,No,Month-to-month,Yes,No
73.95,Female,0,No,No,34,Fiber optic,Yes,Month-to-month,Yes,Yes
54.6,Male,1,No,No,33,DSL,No,Month-to-month,Yes,No
20.05,Female,0,Yes,Yes,23,No,No internet service,One year,No,No
19.75,Female,0,No,No,32,No,No internet service,One year,No,No
20.05,Female,0,No,No,11,No,No internet service,One year,No,No
99.45,Male,0,Yes,Yes,69,Fiber optic,No,Month-to-month,Yes,Yes
55.9,Female,0,Yes,No,68,DSL,No,One year,No,No
19.7,Male,0,No,No,20,No,No internet service,Two year,Yes,No
19.8,Male,0,No,No,72,No,No internet service,Two year,Yes,No
95.4,Male,0,Yes,Yes,60,Fiber optic,No,One year,Yes,No
93.95,Male,1,Yes,Yes,32,Fiber optic,Yes,Month-to-month,Yes,No
19.9,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
19.6,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
81.35,Male,1,No,No,3,Fiber optic,Yes,Month-to-month,Yes,Yes
24.45,Female,0,Yes,No,46,No,No internet service,One year,Yes,No
74.95,Female,0,Yes,No,29,Fiber optic,No,Month-to-month,Yes,No
87.35,Male,0,No,No,51,Fiber optic,Yes,Month-to-month,Yes,No
70.65,Female,1,Yes,No,48,Fiber optic,No,Month-to-month,Yes,No
73.25,Female,0,Yes,Yes,16,Fiber optic,Yes,Month-to-month,No,No
98.7,Male,0,Yes,No,70,Fiber optic,Yes,Two year,Yes,No
24.8,Female,0,Yes,Yes,40,No,No internet service,Two year,Yes,No
83.3,Female,0,Yes,Yes,22,Fiber optic,Yes,Month-to-month,No,Yes
75.3,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
24.3,Female,0,Yes,Yes,5,No,No internet service,Month-to-month,Yes,No
69.85,Female,0,No,No,7,Fiber optic,No,Month-to-month,Yes,No
100.55,Male,0,No,Yes,29,Fiber optic,Yes,One year,No,No
25.7,Male,0,Yes,Yes,44,No,No internet service,One year,No,No
40.7,Female,0,No,No,10,DSL,Yes,Month-to-month,No,No
51.65,Female,1,Yes,No,55,DSL,No,Month-to-month,No,No
105.1,Male,1,Yes,No,52,Fiber optic,Yes,One year,Yes,No
85.95,Female,0,Yes,Yes,10,Fiber optic,No,Month-to-month,No,No
75.6,Male,0,No,No,18,Fiber optic,No,Month-to-month,Yes,No
58.25,Female,0,Yes,No,68,DSL,No,One year,No,No
19.4,Female,0,Yes,Yes,61,No,No internet service,Month-to-month,Yes,Yes
65.2,Female,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
53.45,Male,0,No,No,2,DSL,No,Month-to-month,No,No
45.4,Male,0,No,No,12,DSL,No,Month-to-month,Yes,Yes
19.75,Male,0,Yes,No,41,No,No internet service,Two year,Yes,No
44.45,Female,0,No,No,26,DSL,No,Month-to-month,Yes,No
20.85,Male,0,Yes,No,36,No,No internet service,One year,No,No
114.05,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
89.85,Male,0,Yes,No,35,Fiber optic,No,Month-to-month,Yes,No
55.05,Male,0,No,No,1,DSL,No,Month-to-month,No,No
112.95,Female,0,Yes,Yes,16,Fiber optic,No,Month-to-month,Yes,No
101.55,Female,1,No,No,49,Fiber optic,No,Month-to-month,No,No
114.65,Female,0,Yes,No,54,Fiber optic,Yes,One year,Yes,No
64.8,Female,0,No,Yes,18,DSL,No,Month-to-month,No,No
80.4,Female,0,Yes,No,36,Fiber optic,No,Month-to-month,No,No
105.9,Female,0,No,No,60,Fiber optic,Yes,Month-to-month,Yes,Yes
69.55,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
25.05,Female,0,Yes,Yes,52,No,No internet service,Two year,Yes,No
94.75,Male,0,Yes,Yes,8,Fiber optic,No,Month-to-month,Yes,No
105.5,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,No,No
24.7,Female,0,No,No,64,No,No internet service,One year,No,No
69.75,Female,1,No,No,22,DSL,No,Month-to-month,Yes,No
60.2,Male,0,Yes,No,60,DSL,Yes,Month-to-month,Yes,No
81.05,Female,0,Yes,Yes,28,Fiber optic,No,Month-to-month,Yes,Yes
24.4,Female,0,Yes,No,61,No,No internet service,Two year,No,No
104.15,Female,0,No,No,24,Fiber optic,Yes,Month-to-month,Yes,No
92.9,Male,0,Yes,Yes,28,Fiber optic,Yes,One year,No,No
80.8,Female,0,Yes,Yes,30,DSL,Yes,Two year,No,No
20,Male,0,Yes,No,2,No,No internet service,Month-to-month,No,No
75.1,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,No
19.65,Male,0,No,Yes,6,No,No internet service,Month-to-month,No,No
69.45,Female,0,Yes,No,24,DSL,Yes,Month-to-month,Yes,No
101.15,Male,0,Yes,Yes,4,Fiber optic,No,Month-to-month,No,Yes
99.8,Male,0,No,No,7,Fiber optic,Yes,Month-to-month,Yes,Yes
116.05,Male,1,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
40.05,Male,0,No,No,70,DSL,No,Two year,Yes,No
102.1,Male,1,Yes,No,64,Fiber optic,No,Two year,No,No
89.7,Male,0,Yes,Yes,72,Fiber optic,Yes,One year,Yes,No
19.9,Female,0,No,Yes,44,No,No internet service,Two year,No,No
55.95,Female,0,Yes,Yes,13,DSL,No,Month-to-month,No,Yes
20.65,Female,1,No,No,17,No,No internet service,One year,No,No
55,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
70.05,Male,0,Yes,No,9,DSL,No,Month-to-month,Yes,No
53.6,Male,0,Yes,No,24,DSL,No,Month-to-month,No,No
74.7,Female,0,Yes,Yes,1,Fiber optic,Yes,Month-to-month,Yes,Yes
80.25,Male,0,No,No,24,Fiber optic,Yes,Month-to-month,Yes,Yes
76.05,Male,1,Yes,Yes,35,DSL,Yes,Month-to-month,Yes,No
75.7,Female,0,Yes,Yes,7,DSL,Yes,Month-to-month,Yes,No
96.1,Male,0,No,No,5,Fiber optic,No,Month-to-month,Yes,Yes
69,Female,0,No,Yes,15,Fiber optic,No,Month-to-month,No,Yes
19.65,Male,0,Yes,Yes,11,No,No internet service,Two year,No,No
45.3,Female,0,Yes,No,48,DSL,No,Month-to-month,Yes,Yes
81.45,Female,1,No,No,20,Fiber optic,No,Month-to-month,Yes,No
108.5,Female,0,Yes,No,72,Fiber optic,Yes,One year,Yes,No
83.55,Female,0,Yes,Yes,8,Fiber optic,Yes,Month-to-month,Yes,Yes
84.5,Male,0,Yes,Yes,72,Fiber optic,No,Two year,Yes,No
100.15,Female,0,No,No,15,Fiber optic,Yes,Month-to-month,Yes,No
88.6,Male,0,No,No,72,DSL,Yes,Two year,Yes,No
52.55,Female,0,Yes,Yes,0,DSL,No,Two year,Yes,No
74.35,Male,0,No,Yes,1,Fiber optic,No,Month-to-month,Yes,Yes
104.8,Male,0,Yes,Yes,63,Fiber optic,Yes,Two year,Yes,No
59,Female,0,No,No,2,DSL,Yes,Month-to-month,Yes,No
74.4,Female,0,Yes,No,2,Fiber optic,No,Month-to-month,Yes,Yes
64.05,Male,1,Yes,No,61,DSL,Yes,One year,No,No
20.4,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
43.75,Male,0,No,No,22,DSL,Yes,One year,Yes,Yes
60.9,Male,0,Yes,No,28,DSL,Yes,Month-to-month,No,No
19.8,Female,0,Yes,No,70,No,No internet service,Two year,No,No
28.45,Female,1,No,No,5,DSL,Yes,Month-to-month,No,Yes
99.7,Female,0,No,No,12,Fiber optic,Yes,Month-to-month,Yes,Yes
116.25,Male,0,No,No,34,Fiber optic,Yes,One year,No,No
80.7,Female,1,Yes,No,71,Fiber optic,No,Two year,Yes,No
65.2,Female,0,Yes,Yes,70,DSL,No,One year,No,No
84.05,Female,0,Yes,Yes,52,Fiber optic,No,Month-to-month,Yes,No
79.45,Male,0,No,Yes,69,DSL,Yes,Two year,Yes,No
94.1,Female,1,No,No,20,Fiber optic,Yes,Month-to-month,Yes,Yes
78,Male,0,No,Yes,11,Fiber optic,No,Month-to-month,Yes,No
94.2,Male,0,Yes,No,2,Fiber optic,No,Month-to-month,Yes,Yes
80.5,Female,0,Yes,Yes,6,Fiber optic,No,Month-to-month,Yes,Yes
19.85,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
94.3,Male,1,Yes,Yes,20,Fiber optic,No,One year,No,No
106.45,Male,0,No,No,61,Fiber optic,No,Month-to-month,Yes,No
74.35,Female,1,Yes,No,5,Fiber optic,No,Month-to-month,Yes,Yes
105.45,Female,0,No,No,56,Fiber optic,Yes,Month-to-month,Yes,No
95,Male,0,No,No,30,Fiber optic,Yes,Month-to-month,Yes,No
104.8,Male,0,No,No,40,Fiber optic,No,Month-to-month,No,Yes
54.3,Female,0,No,No,28,DSL,No,One year,No,No
70.05,Female,1,Yes,No,5,Fiber optic,No,Month-to-month,No,No
75.2,Female,1,Yes,No,27,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Male,0,No,No,12,No,No internet service,Month-to-month,No,No
105.4,Male,0,Yes,Yes,67,Fiber optic,Yes,One year,Yes,No
51.6,Male,1,Yes,No,29,DSL,No,Month-to-month,Yes,No
85.5,Male,0,Yes,Yes,55,Fiber optic,No,Month-to-month,No,No
75.6,Female,0,No,No,23,Fiber optic,No,Month-to-month,No,Yes
100.05,Male,0,Yes,No,34,Fiber optic,No,Month-to-month,Yes,Yes
91.25,Male,0,No,No,52,Fiber optic,No,One year,No,No
115.75,Male,1,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
94.7,Male,0,Yes,Yes,58,Fiber optic,Yes,One year,Yes,No
19.6,Male,0,Yes,Yes,35,No,No internet service,Two year,No,No
99.9,Female,1,No,No,56,Fiber optic,Yes,Two year,Yes,No
21.1,Female,0,Yes,Yes,24,No,No internet service,Two year,Yes,No
20.05,Male,0,Yes,Yes,70,No,No internet service,Two year,No,No
79.95,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,No
107.15,Male,1,Yes,Yes,68,Fiber optic,No,One year,Yes,No
85,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
89.55,Male,0,No,No,12,Fiber optic,No,Month-to-month,Yes,No
81.55,Female,0,Yes,No,63,Fiber optic,Yes,Month-to-month,Yes,No
58.45,Female,0,Yes,Yes,33,DSL,Yes,One year,Yes,No
95.65,Female,0,Yes,No,69,Fiber optic,Yes,One year,Yes,No
80.6,Female,0,Yes,Yes,60,DSL,Yes,Two year,Yes,No
113.1,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
58.95,Female,0,No,No,11,DSL,No,Month-to-month,Yes,No
19.55,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
86.05,Male,0,No,No,10,Fiber optic,No,Month-to-month,Yes,Yes
45.55,Male,0,No,No,13,DSL,No,Month-to-month,Yes,Yes
78.95,Male,0,Yes,Yes,34,Fiber optic,No,One year,Yes,No
86.3,Male,0,Yes,Yes,39,Fiber optic,Yes,Month-to-month,Yes,Yes
105.05,Female,0,No,No,65,Fiber optic,Yes,One year,Yes,No
101.9,Male,1,Yes,No,50,Fiber optic,Yes,One year,Yes,No
19.75,Male,0,No,No,15,No,No internet service,Month-to-month,No,No
110.3,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
115.6,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
19.35,Male,0,Yes,Yes,55,No,No internet service,Two year,No,No
25.6,Female,0,Yes,Yes,23,No,No internet service,Two year,Yes,No
80.35,Male,0,No,No,32,Fiber optic,Yes,Month-to-month,Yes,Yes
68.75,Female,0,Yes,Yes,56,DSL,No,One year,Yes,No
19.9,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
70.6,Male,0,No,No,38,DSL,Yes,One year,No,No
70.2,Male,0,No,No,11,Fiber optic,No,Month-to-month,No,No
49.3,Male,0,No,No,1,DSL,No,Month-to-month,Yes,No
107.25,Male,0,Yes,No,56,Fiber optic,Yes,One year,Yes,No
23.6,Male,0,Yes,No,3,No,No internet service,Month-to-month,Yes,No
69.7,Male,0,Yes,Yes,7,DSL,No,Month-to-month,No,No
99.5,Male,0,Yes,Yes,59,Fiber optic,No,Two year,Yes,No
64.3,Male,0,No,No,7,DSL,No,Month-to-month,No,No
70.85,Male,0,Yes,Yes,71,DSL,No,Two year,Yes,No
101.9,Male,0,Yes,Yes,15,Fiber optic,No,One year,No,No
73.5,Male,0,Yes,No,71,DSL,Yes,Two year,No,No
100.25,Female,0,No,No,35,Fiber optic,No,Month-to-month,Yes,Yes
40.4,Female,0,No,No,11,DSL,Yes,One year,Yes,No
19.25,Female,0,Yes,Yes,60,No,No internet service,Two year,Yes,No
59.6,Male,1,No,No,47,DSL,Yes,Two year,No,No
64.9,Female,0,No,No,11,DSL,No,One year,No,No
100.3,Male,0,Yes,No,56,Fiber optic,Yes,One year,No,Yes
110.85,Female,1,Yes,No,28,Fiber optic,Yes,Month-to-month,Yes,No
81.05,Male,0,Yes,No,61,DSL,Yes,Two year,Yes,No
98.05,Male,0,Yes,Yes,31,Fiber optic,No,One year,No,No
70.5,Male,0,No,No,9,Fiber optic,No,Month-to-month,Yes,No
94.55,Male,1,Yes,No,35,Fiber optic,Yes,Month-to-month,Yes,No
19.65,Male,0,No,No,2,No,No internet service,Month-to-month,Yes,No
19,Female,0,Yes,Yes,12,No,No internet service,Month-to-month,No,Yes
75.3,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
89.2,Female,1,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
19,Female,0,Yes,Yes,1,No,No internet service,Month-to-month,Yes,No
20,Female,0,No,No,3,No,No internet service,Month-to-month,Yes,No
85.7,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
63.25,Male,0,No,No,52,DSL,Yes,Two year,Yes,No
20.1,Male,0,Yes,Yes,5,No,No internet service,One year,No,No
99.15,Male,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
90.4,Male,0,Yes,Yes,71,DSL,Yes,Two year,No,No
111.9,Male,0,Yes,No,72,Fiber optic,No,Two year,Yes,No
24.9,Male,0,Yes,Yes,46,No,No internet service,One year,No,No
83.5,Male,0,Yes,Yes,63,DSL,Yes,Two year,No,No
84.3,Male,0,No,No,30,Fiber optic,Yes,Month-to-month,Yes,No
45.6,Male,0,No,No,1,DSL,No,Month-to-month,No,No
61.65,Female,0,No,No,12,DSL,No,Month-to-month,Yes,Yes
54.85,Male,0,No,No,16,DSL,Yes,Two year,No,No
65.55,Male,0,No,No,4,DSL,No,Month-to-month,No,No
90.35,Male,0,Yes,No,51,Fiber optic,Yes,One year,Yes,No
20.4,Male,0,Yes,No,65,No,No internet service,Two year,Yes,No
74.55,Male,0,No,No,16,Fiber optic,No,Month-to-month,Yes,No
19.95,Male,0,No,No,2,No,No internet service,One year,No,No
74.25,Female,0,Yes,Yes,66,Fiber optic,No,One year,Yes,No
108.65,Male,0,No,No,46,Fiber optic,Yes,Two year,No,No
109.55,Female,0,No,No,32,Fiber optic,No,One year,Yes,No
86.65,Male,0,Yes,No,72,DSL,No,Two year,No,No
81,Male,0,Yes,Yes,38,DSL,No,Two year,No,No
47.85,Male,0,No,Yes,51,DSL,No,One year,No,No
114.55,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,No,No
105.25,Female,1,Yes,No,65,Fiber optic,No,Month-to-month,No,Yes
29.95,Male,0,Yes,Yes,9,DSL,Yes,Month-to-month,Yes,Yes
65,Female,0,Yes,Yes,9,DSL,Yes,Month-to-month,No,Yes
20.55,Male,0,No,Yes,66,No,No internet service,Two year,No,No
109.8,Female,1,No,No,44,Fiber optic,Yes,One year,Yes,No
69.5,Male,0,No,No,50,DSL,No,Two year,No,No
48.85,Female,0,No,No,15,DSL,No,Month-to-month,No,No
25.25,Male,0,No,No,8,DSL,No,Month-to-month,Yes,No
102.85,Female,1,No,No,66,Fiber optic,No,One year,Yes,No
87.55,Female,0,No,No,57,Fiber optic,Yes,Month-to-month,Yes,No
78.55,Female,0,No,No,7,Fiber optic,Yes,Month-to-month,Yes,No
34.55,Male,1,Yes,Yes,10,DSL,No,Month-to-month,Yes,No
92.05,Female,0,No,No,62,Fiber optic,Yes,One year,Yes,No
85.05,Male,0,Yes,Yes,40,Fiber optic,No,One year,Yes,No
19.7,Female,0,No,No,20,No,No internet service,Two year,No,No
20,Female,0,No,No,7,No,No internet service,Month-to-month,No,Yes
95.15,Female,0,Yes,No,25,Fiber optic,No,Month-to-month,Yes,No
84.25,Male,0,Yes,No,23,Fiber optic,Yes,Month-to-month,No,No
104.6,Female,1,Yes,No,66,Fiber optic,Yes,One year,No,No
111.65,Female,1,No,No,72,Fiber optic,Yes,Two year,No,No
90.05,Male,1,Yes,No,49,Fiber optic,Yes,Month-to-month,No,Yes
110.75,Male,1,Yes,Yes,43,Fiber optic,Yes,Month-to-month,Yes,Yes
55,Female,0,Yes,No,46,DSL,No,Month-to-month,No,No
89.85,Male,0,Yes,Yes,72,DSL,Yes,Two year,No,No
20.35,Male,0,No,No,10,No,No internet service,One year,No,No
54.55,Female,0,No,No,40,DSL,No,One year,Yes,No
105.5,Female,0,Yes,Yes,65,Fiber optic,Yes,Month-to-month,Yes,Yes
99.45,Male,0,No,No,31,Fiber optic,No,Two year,No,No
70.9,Female,0,Yes,No,68,DSL,Yes,Two year,No,No
104.55,Male,1,Yes,Yes,56,Fiber optic,No,One year,Yes,Yes
85.25,Male,0,Yes,No,10,Fiber optic,No,Month-to-month,Yes,Yes
25.4,Male,0,Yes,Yes,68,No,No internet service,Two year,No,No
56.15,Female,0,Yes,Yes,43,DSL,No,Month-to-month,No,Yes
89.55,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
89.85,Female,1,No,No,49,Fiber optic,Yes,One year,Yes,No
25.25,Female,0,Yes,Yes,15,No,No internet service,Month-to-month,Yes,No
94.55,Male,1,Yes,No,20,Fiber optic,No,Month-to-month,Yes,Yes
45.7,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
69.65,Male,0,Yes,Yes,50,DSL,No,One year,Yes,No
89.5,Female,1,No,No,2,Fiber optic,Yes,Month-to-month,No,Yes
70,Male,1,No,No,24,Fiber optic,No,Month-to-month,No,No
69.55,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
74.6,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
20.1,Male,0,Yes,Yes,35,No,No internet service,Two year,No,No
24.8,Female,0,No,No,17,No,No internet service,Month-to-month,No,No
19.65,Female,1,No,No,8,No,No internet service,Month-to-month,No,Yes
95.1,Male,0,No,No,10,Fiber optic,No,Month-to-month,Yes,No
88.85,Male,0,Yes,Yes,68,DSL,Yes,Two year,Yes,No
78.8,Male,0,Yes,No,45,DSL,Yes,One year,No,No
19.85,Male,0,Yes,Yes,2,No,No internet service,One year,No,Yes
20.35,Male,0,Yes,No,37,No,No internet service,Month-to-month,No,No
24.25,Female,0,No,No,4,DSL,No,Month-to-month,Yes,Yes
45.25,Female,0,No,No,10,DSL,No,Month-to-month,No,No
20.05,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
69.55,Male,0,Yes,Yes,65,DSL,Yes,Two year,Yes,No
19.5,Female,0,Yes,Yes,57,No,No internet service,Two year,No,No
74.75,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,No
69.65,Female,0,No,No,2,Fiber optic,No,Month-to-month,No,Yes
30.2,Male,0,No,No,49,DSL,No,Month-to-month,Yes,No
45.65,Female,0,No,No,4,DSL,No,Month-to-month,No,Yes
57.8,Female,0,Yes,No,70,DSL,Yes,Two year,No,No
19.85,Female,0,Yes,Yes,53,No,No internet service,One year,Yes,No
25.55,Male,0,Yes,Yes,53,No,No internet service,Two year,No,No
75.05,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
24.85,Male,0,No,No,22,No,No internet service,Month-to-month,Yes,No
49.15,Male,1,No,No,52,DSL,Yes,Month-to-month,Yes,Yes
110.35,Male,1,No,No,65,Fiber optic,No,Two year,Yes,No
24.55,Female,0,No,No,48,No,No internet service,One year,No,No
34.7,Female,0,No,No,2,DSL,No,Month-to-month,Yes,Yes
107.95,Male,0,No,No,3,Fiber optic,Yes,Month-to-month,No,No
81.4,Male,0,Yes,No,45,Fiber optic,Yes,Month-to-month,No,No
80,Male,0,Yes,Yes,1,Fiber optic,No,Month-to-month,No,Yes
73.8,Female,0,Yes,Yes,61,DSL,No,Two year,Yes,No
64.4,Male,0,No,No,3,DSL,No,Month-to-month,Yes,No
103.75,Female,1,No,No,40,Fiber optic,No,One year,Yes,No
71.1,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,No
49.9,Female,0,No,No,1,DSL,No,Month-to-month,Yes,No
24.6,Male,0,No,No,51,No,No internet service,One year,Yes,No
49.25,Male,1,No,No,2,DSL,No,Month-to-month,Yes,Yes
30.1,Male,0,No,No,52,DSL,Yes,One year,No,No
83.4,Male,0,No,No,51,Fiber optic,No,Month-to-month,No,No
20.45,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,No
75.25,Male,0,Yes,Yes,31,DSL,Yes,One year,Yes,No
20.55,Male,0,No,Yes,47,No,No internet service,One year,No,No
75.1,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Female,1,No,No,22,No,No internet service,One year,Yes,No
20.65,Female,0,Yes,No,1,No,No internet service,Month-to-month,Yes,No
85.15,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
50.15,Male,0,Yes,Yes,3,DSL,No,Month-to-month,Yes,Yes
84.95,Male,1,Yes,Yes,47,Fiber optic,Yes,One year,Yes,No
66.5,Male,0,Yes,Yes,72,DSL,No,Two year,Yes,No
63.3,Male,0,Yes,Yes,66,DSL,No,Two year,Yes,No
83.15,Male,0,No,No,35,Fiber optic,No,Month-to-month,No,No
84.9,Male,0,No,No,29,Fiber optic,No,Month-to-month,Yes,No
20.55,Female,0,No,No,2,No,No internet service,Month-to-month,Yes,No
49.25,Male,0,No,No,4,DSL,Yes,Month-to-month,No,No
79.85,Female,0,No,No,25,Fiber optic,Yes,Month-to-month,Yes,Yes
59.6,Female,0,No,No,65,DSL,Yes,Two year,Yes,No
104.65,Male,1,No,No,27,Fiber optic,Yes,One year,Yes,No
75.3,Male,0,Yes,No,29,Fiber optic,No,Month-to-month,Yes,No
80.1,Male,0,Yes,Yes,29,DSL,Yes,Month-to-month,No,No
19.55,Male,0,No,No,1,No,No internet service,Month-to-month,No,Yes
81,Female,0,Yes,No,20,Fiber optic,No,Month-to-month,Yes,No
24.7,Female,0,No,No,58,No,No internet service,Two year,Yes,No
86,Female,0,No,Yes,14,Fiber optic,No,Month-to-month,Yes,No
25.4,Male,0,Yes,No,72,No,No internet service,Two year,No,No
89.15,Male,0,No,No,46,Fiber optic,No,Month-to-month,Yes,No
58.25,Female,0,Yes,No,71,DSL,Yes,Two year,No,No
85.65,Male,0,No,No,32,Fiber optic,No,Month-to-month,Yes,No
50.35,Female,0,No,No,26,DSL,No,Month-to-month,Yes,No
80.35,Male,1,Yes,No,68,Fiber optic,No,Month-to-month,Yes,No
20.2,Male,0,Yes,Yes,2,No,No internet service,One year,No,No
20.55,Male,0,Yes,Yes,61,No,No internet service,Two year,No,No
85.95,Female,0,Yes,Yes,4,Fiber optic,No,Month-to-month,Yes,Yes
45.35,Male,0,No,No,3,DSL,No,Month-to-month,Yes,Yes
94.5,Male,1,Yes,No,33,Fiber optic,No,Month-to-month,Yes,Yes
21.25,Male,1,Yes,No,9,No,No internet service,Month-to-month,Yes,No
26.25,Female,0,No,No,22,No,No internet service,Two year,No,No
80.85,Female,0,Yes,Yes,5,Fiber optic,No,Month-to-month,Yes,No
91.7,Female,1,No,No,30,Fiber optic,Yes,Month-to-month,No,Yes
74.2,Male,0,No,No,65,DSL,Yes,Two year,Yes,No
87.25,Female,0,No,No,45,Fiber optic,No,Month-to-month,Yes,Yes
20.35,Male,0,No,No,5,No,No internet service,Month-to-month,No,No
75.5,Male,0,Yes,Yes,25,Fiber optic,Yes,Month-to-month,Yes,No
79.05,Female,0,Yes,Yes,72,Fiber optic,No,Two year,No,No
90.15,Female,0,Yes,No,27,Fiber optic,No,Month-to-month,No,No
50.6,Male,0,Yes,Yes,32,DSL,No,Month-to-month,No,No
110.45,Female,0,No,No,30,Fiber optic,Yes,One year,No,No
101,Male,0,Yes,No,70,Fiber optic,Yes,Two year,No,No
79.35,Male,1,No,No,42,Fiber optic,Yes,Month-to-month,Yes,No
89.85,Female,1,Yes,No,72,DSL,Yes,Two year,Yes,No
65,Female,0,No,No,47,DSL,No,Two year,Yes,No
80.45,Female,0,No,No,2,Fiber optic,No,Month-to-month,Yes,No
98.55,Male,0,No,No,10,Fiber optic,No,Month-to-month,No,Yes
24.1,Female,0,Yes,Yes,61,No,No internet service,Two year,Yes,No
44.05,Female,0,No,No,5,DSL,No,Month-to-month,Yes,No
110.8,Female,1,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
114.95,Male,1,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
75.05,Female,1,No,No,3,Fiber optic,No,Month-to-month,No,No
19.25,Male,0,Yes,No,48,No,No internet service,Two year,No,No
90.05,Female,0,No,No,63,Fiber optic,No,One year,Yes,No
56.7,Female,0,No,No,27,DSL,Yes,Month-to-month,Yes,No
80.15,Male,0,Yes,Yes,70,DSL,Yes,Two year,Yes,No
71.35,Male,0,Yes,Yes,7,DSL,No,Month-to-month,Yes,No
20.25,Male,0,No,Yes,0,No,No internet service,Two year,No,No
90.35,Female,0,Yes,No,2,Fiber optic,Yes,Month-to-month,No,No
98.55,Male,1,No,No,20,Fiber optic,No,Month-to-month,Yes,Yes
19.7,Male,0,No,No,66,No,No internet service,Two year,No,No
19.85,Female,0,No,No,3,No,No internet service,Month-to-month,No,No
85.9,Female,0,No,Yes,15,Fiber optic,Yes,Month-to-month,Yes,Yes
90.35,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
20.8,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
89.25,Female,0,No,No,22,Fiber optic,No,Month-to-month,No,Yes
70.3,Male,0,Yes,No,3,Fiber optic,No,Month-to-month,Yes,Yes
66.85,Female,0,Yes,Yes,72,DSL,No,Two year,No,No
19.9,Male,0,Yes,Yes,65,No,No internet service,Two year,No,No
35.8,Female,0,No,No,11,DSL,No,Month-to-month,Yes,No
78.85,Male,0,No,No,22,Fiber optic,Yes,Month-to-month,Yes,No
20.4,Male,0,No,No,14,No,No internet service,One year,No,No
74.25,Male,0,No,No,41,Fiber optic,No,Month-to-month,Yes,No
64.8,Male,0,Yes,No,17,DSL,Yes,One year,No,No
20.45,Male,0,No,No,11,No,No internet service,Month-to-month,Yes,No
93.35,Male,0,No,No,15,Fiber optic,No,Month-to-month,Yes,Yes
